CODE,DESCRIPTION,QTY,UNIT,RATE,SUBTOTAL,MARKUP,TOTAL
06.CO.0.11.0.0.0.R0,Plinths Plant Machine Bases Etc - Labour only excludes material & all plant,,hr,,,,
06.CO.0.11.0.0.0.R1,Plinths Plant Machine Bases Etc - 15mPa concrete including material labour & plant not including pump,,m3,,,,
06.CO.0.11.0.0.0.R2,Plinths Plant Machine Bases Etc - 20mPa concrete including material labour & plant not including pump,,m3,,,,
06.CO.0.11.0.0.0.R3,Plinths Plant Machine Bases Etc - 25mPa concrete including material labour & plant not including pump,,m3,,,,
06.CO.0.11.0.0.0.R4,Plinths Plant Machine Bases Etc - 32mPa concrete including material labour & plant not including pump,,m3,,,,
06.CO.0.11.0.0.0.R5,Plinths Plant Machine Bases Etc - 40mPa concrete including material labour & plant not including pump,,m3,,,,
06.CO.0.11.0.0.0.R6,Plinths Plant Machine Bases Etc - 50mPa concrete including material labour & plant not including pump,,m3,,,,
06.CO.0.12.0.0.0,Ducts Channels Or Box Drains,,,,,,
06.CO.0.12.1.0.0,Ducts,,,,,,
06.CO.0.12.1.0.0.R0,Duct - Labour only excludes material & all plant,,m3,,,,
06.CO.0.12.1.0.0.R1,Duct - 15mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.1.0.0.R2,Duct - 20mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.1.0.0.R3,Duct - 25mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.1.0.0.R4,Duct - 32mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.1.0.0.R5,Duct - 40mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.1.0.0.R6,Duct - 50mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.2.0.0,Channels,,,,,,
06.CO.0.12.2.0.0.R0,Channel - Labour only excludes material & all plant,,m3,,,,
06.CO.0.12.2.0.0.R1,Channel - 15mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.2.0.0.R2,Channel - 20mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.2.0.0.R3,Channel - 25mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.2.0.0.R4,Channel - 32mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.2.0.0.R5,Channel - 40mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.2.0.0.R6,Channel - 50mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.3.0.0,Box Drains,,,,,,
06.CO.0.12.3.0.0.R0,Box Drain - Labour only excludes material & all plant,,m3,,,,
06.CO.0.12.3.0.0.R1,Box Drain - 15mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.3.0.0.R2,Box Drain - 20mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.3.0.0.R3,Box Drain - 25mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.3.0.0.R4,Box Drain - 32mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.3.0.0.R5,Box Drain - 40mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.12.3.0.0.R6,Box Drain - 50mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.13.0.0.0,Bearings,,,,,,
06.CO.0.13.1.0.0,Bearing Blocks,,,,,,
06.CO.0.13.1.0.0.R0,Bearing Block - Labour only excludes material & all plant,,m3,,,,
06.CO.0.13.1.0.0.R1,Bearing Block - 15mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.13.1.0.0.R2,Bearing Block - 20mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.13.1.0.0.R3,Bearing Block - 25mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.13.1.0.0.R4,Bearing Block - 32mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.13.1.0.0.R5,Bearing Block - 40mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.13.1.0.0.R6,Bearing Block - 50mPa Normal concrete including labour small hand held plant & wood floated or steel trowell  finish not including pump,,m3,,,,
06.CO.0.13.2.0.0,Similar Bearings,,,,,,
06.CO.0.14.0.0.0,Reglets,,,,,,
06.CO.0.14.1.0.0,3mm Width,,,,,,
06.CO.0.14.1.0.0.R0,Reglet Cutting 3mm width per 25mm thickness - Labour only excludes material & all plant,,m,,,,
06.CO.0.14.1.0.0.R1,Reglet Cutting 3mm width 25mm thickness - Includes hand held machine,,m,,,,
06.CO.0.14.2.0.0,5mm Width,,,,,,
06.CO.0.14.2.0.0.R0,Reglet Cutting 5mm width per 25mm thickness - Labour only excludes material & all plant,,m,,,,
06.CO.0.14.2.0.0.R1,Reglet Cutting 5mm width 25mm thickness - Includes hand held machine,,m,,,,
06.CO.0.14.3.0.0,10mm Width,,,,,,
06.CO.0.14.3.0.0.R0,Reglet Cutting 10mm width per 25mm thickness - Labour only excludes material & all plant,,m,,,,
06.CO.0.14.3.0.0.R1,Reglet Cutting 10mm width 25mm thickness - Includes hand held machine,,m,,,,
06.CO.0.15.0.0.0,Expansion & Similar Joints,,,,,,
06.CO.0.15.1.0.0,Expansion Joints,,,,,,
06.CO.0.15.1.1.0,Foam Expansion Joints,,,,,,
06.CO.0.15.1.1.0.R0,Foam Expansion Joint - Labour only excludes material & all plant,,hr,,,,
06.CO.0.15.1.1.0.R1,Foam Expansion Joint - 50mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R2,Foam Expansion Joint - 75mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R3,Foam Expansion Joint - 100mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R4,Foam Expansion Joint - 125mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R5,Foam Expansion Joint - 150mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R6,Foam Expansion Joint - 200mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R7,Foam Expansion Joint - 250mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R8,Foam Expansion Joint - 300mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.1.0.R9,Foam Expansion Joint - 50mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.1.0.R10,Foam Expansion Joint - 75mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.1.0.R11,Foam Expansion Joint - 100mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.1.0.R12,Foam Expansion Joint - 125mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.1.0.R13,Foam Expansion Joint - 150mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.1.0.R14,Foam Expansion Joint - 200mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.1.0.R15,Foam Expansion Joint - 250mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.1.0.R16,Foam Expansion Joint - 300mm x 10mm x 25m including material & labour,,no,,,,
06.CO.0.15.1.2.0,Bitumen Expansion Joints,,,,,,
06.CO.0.15.1.2.0.R0,Bitumen Impregnated (fibreboard) Expansion Joint - Labour only excludes material & all plant,,hr,,,,
06.CO.0.15.1.2.0.R1,Bitumen Impregnated (fibreboard) Expansion Joint - 50mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R2,Bitumen Impregnated (fibreboard) Expansion Joint - 75mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R3,Bitumen Impregnated (fibreboard) Expansion Joint - 100mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R4,Bitumen Impregnated (fibreboard) Expansion Joint - 125mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R5,Bitumen Impregnated (fibreboard) Expansion Joint - 150mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R6,Bitumen Impregnated (fibreboard) Expansion Joint - 200mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R7,Bitumen Impregnated (fibreboard) Expansion Joint - 250mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R8,Bitumen Impregnated (fibreboard) Expansion Joint - 300mm x 10mm including material & labour,,m,,,,
06.CO.0.15.1.2.0.R9,Bitumen Impregnated (fibreboard) Expansion Joint - 50mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.1.2.0.R10,Bitumen Impregnated (fibreboard) Expansion Joint - 75mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.1.2.0.R11,Bitumen Impregnated (fibreboard) Expansion Joint - 100mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.1.2.0.R12,Bitumen Impregnated (fibreboard) Expansion Joint - 125mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.1.2.0.R13,Bitumen Impregnated (fibreboard) Expansion Joint - 150mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.1.2.0.R14,Bitumen Impregnated (fibreboard) Expansion Joint - 200mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.1.2.0.R15,Bitumen Impregnated (fibreboard) Expansion Joint - 250mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.1.2.0.R16,Bitumen Impregnated (fibreboard) Expansion Joint - 300mm x 10mm x 2.4m including material & labour,,no,,,,
06.CO.0.15.2.0.0,Control Joints,,,,,,
06.CO.0.15.2.0.0.R0,Control Joint Galvanised Steel - Labour only excludes material & all plant,,hr,,,,
06.CO.0.15.2.0.0.R1,Control Joint Galvanised Steel - 100mm including material & labour,,m,,,,
06.CO.0.15.2.0.0.R2,Control Joint Galvanised Steel - 125mm including material & labour,,m,,,,
06.CO.0.15.2.0.0.R3,Control Joint Galvanised Steel - 150mm including material & labour,,m,,,,
06.CO.0.15.2.0.0.R4,Control Joint Galvanised Steel - 200mm including material & labour,,m,,,,
06.CO.0.15.2.0.0.R5,Control Joint Galvanised Steel - 250mm including material & labour,,m,,,,
06.CO.0.15.2.0.0.R6,Control Joint Galvanised Steel - 300mm including material & labour,,m,,,,
06.CO.0.15.2.0.0.R7,Control Joint Galvanised Steel - 100mm x 3.0m including material & labour,,no,,,,
06.CO.0.15.2.0.0.R8,Control Joint Galvanised Steel - 125mm x 3.0m including material & labour,,no,,,,
06.CO.0.15.2.0.0.R9,Control Joint Galvanised Steel - 150mm x 3.0m including material & labour,,no,,,,
06.CO.0.15.2.0.0.R10,Control Joint Galvanised Steel - 200mm x 3.0m including material & labour,,no,,,,
06.CO.0.15.2.0.0.R11,Control Joint Galvanised Steel - 250mm x 3.0m including material & labour,,no,,,,
06.CO.0.15.2.0.0.R12,Control Joint Galvanised Steel - 300mm x 3.0m including material & labour,,no,,,,
06.CO.0.15.3.0.0,Polyurethane Joint Sealing,,,,,,
06.CO.0.15.3.0.0.R0,Polyurethane Joint - Labour only excludes material & all plant,,hr,,,,
06.CO.0.15.3.0.0.R1,Polyurethane Joint - 10mm x 10mm joint including material & labour,,m,,,,
06.CO.0.15.3.0.0.R2,Polyurethane Joint - 10mm x 20mm joint including material & labour,,m,,,,
06.CO.0.15.3.0.0.R3,Polyurethane Joint - 10mm x 30mm joint including material & labour,,m,,,,
06.CO.0.15.3.0.0.R4,Polyurethane Joint - 20mm x 30mm joint including material & labour,,m,,,,
06.CO.0.15.3.0.0.R5,Polyurethane Joint - 30mm x 30mm joint including material & labour,,m,,,,
06.CO.0.15.4.0.0,Hydrophilic Joint,,,,,,
06.CO.0.15.4.1.0,Hydrophilic Solid Joint,,,,,,
06.CO.0.15.4.1.0.R0,Hydrophilic Solid Joint - Labour only excludes material & all plant,,hr,,,,
06.CO.0.15.4.1.0.R1,Hydrophilic Solid Joint - 20mm x 5mm joint including material & labour,,m,,,,
06.CO.0.15.4.1.0.R2,Hydrophilic Solid Joint - 20mm x 10mm joint including material & labour,,m,,,,
06.CO.0.15.4.1.0.R3,Hydrophilic Solid Joint - 20mm x 15mm joint including material & labour,,m,,,,
06.CO.0.15.4.1.0.R4,Hydrophilic Solid Joint - 20mm x 25mm joint including material & labour,,m,,,,
06.CO.0.15.4.1.0.R5,Hydrophilic Solid Joint - 20mm x 5mm x 20m joint including material & labour,,no,,,,
06.CO.0.15.4.1.0.R6,Hydrophilic Solid Joint - 20mm x 10mm x 10m joint including material & labour,,no,,,,
06.CO.0.15.4.1.0.R7,Hydrophilic Solid Joint - 20mm x 15mm x 7m joint including material & labour,,no,,,,
06.CO.0.15.4.1.0.R8,Hydrophilic Solid Joint - 20mm x 25mm x 5m joint including material & labour,,no,,,,
06.CO.0.15.4.2.0,Hydrophilic Polyurethane Joint,,,,,,
06.CO.0.15.4.2.0.R0,Hydrophilic Polyurethane Joint - Labour only excludes material & all plant,,hr,,,,
06.CO.0.15.4.2.0.R1,Hydrophilic Polyurethane Joint - 10mm x 10mm joint including material & labour,,m,,,,
06.CO.0.15.4.2.0.R2,Hydrophilic Polyurethane Joint - 10mm x 20mm joint including material & labour,,m,,,,
06.CO.0.15.4.2.0.R3,Hydrophilic Polyurethane Joint - 10mm x 30mm joint including material & labour,,m,,,,
06.CO.0.15.4.2.0.R4,Hydrophilic Polyurethane Joint - 20mm x 30mm joint including material & labour,,m,,,,
06.CO.0.15.4.2.0.R5,Hydrophilic Polyurethane Joint - 30mm x 30mm joint including material & labour,,m,,,,
06.CO.0.15.5.0.0,Water Stop,,,,,,
06.CO.0.15.5.1.0,Ribbed Pvc Cast In,,,,,,
06.CO.0.15.5.1.0.R0,Ribbed PVC Cast In Water Stop - Labour only excludes material & all plant,,hr,,,,
06.CO.0.15.5.1.0.R1,Ribbed PVC Cast In Water Stop - 150mm including material & labour,,m,,,,
06.CO.0.15.5.1.0.R2,Ribbed PVC Cast In Water Stop - 200mm including material & labour,,m,,,,
06.CO.0.15.5.1.0.R3,Ribbed PVC Cast In Water Stop - 250mm including material & labour,,m,,,,
06.CO.0.16.0.1.0,Scabbling,,,,,,
06.CO.0.16.1.0.0,Slab Faces,,,,,,
06.CO.0.16.1.0.0.R0,Scabble slab top face including small hand held plant per m2,,m2,,,,
06.CO.0.16.2.0.0,Slab Soffit,,,,,,
06.CO.0.16.2.0.0.R0,Scabble slab soffit face including small hand held plant per m2,,m2,,,,
06.CO.0.16.3.0.0,Slab Edges,,,,,,
06.CO.0.16.3.0.0.R0,Scabble slab edges including small hand held plant per m2,,m2,,,,
06.CO.0.16.3.0.0.R1,Scabble slab edges including small hand held plant up to 100mm depth,,m,,,,
06.CO.0.16.3.0.0.R2,Scabble slab edges including small hand held plant up to 150mm depth,,m,,,,
06.CO.0.16.3.0.0.R3,Scabble slab edges including small hand held plant up to 200mm depth,,m,,,,
06.CO.0.16.3.0.0.R4,Scabble slab edges including small hand held plant up to 250mm depth,,m,,,,
06.CO.0.16.3.0.0.R5,Scabble slab edges including small hand held plant up to 300mm depth,,m,,,,
06.CO.0.17.0.0.0,Cutting Concrete,,,,,,
06.CO.0.17.1.0.0,General Charges,,,,,,
06.CO.0.17.1.0.0.R0,Minimum Charge,,no,,,,
06.CO.0.17.1.0.0.R1,Travel & Establishment,,no,,,,
06.CO.0.17.2.0.0,Cutting,,,,,,
06.CO.0.17.2.1.0,Walls,,,,,,
06.CO.0.17.2.1.0.R0,Wall Cutting per 25mm thickness - Labour only excludes material & all plant,,m,,,,
06.CO.0.17.2.1.0.R1,Wall Cutting 25mm thickness - Includes hand held machine,,m,,,,
06.CO.0.17.2.1.0.R2,Wall Cutting 50mm thickness - Includes hand held machine,,m,,,,
06.CO.0.17.2.1.0.R3,Wall Cutting 75mm thickness - Includes hand held machine,,m,,,,
06.CO.0.17.2.1.0.R4,Wall Cutting 100mm thickness - Includes hand held machine,,m,,,,
